ko_id	median_expression_rank	genomes_w_ko	genomes_w_motif	genomes_w_str_motif	percent_genomes_w_ko	avg_motifs_100aa_gc	avg_str_motifs_100aa_gc	a_level	b_level	c_level	description
K01468	1922	1674	63.62007168	30.46594982	51.47601476	0.005064855	0.001624032	Metabolism	Amino acid metabolism	Histidine metabolism	"hutI, AMDHD1; imidazolonepropionase"
K01470	2244	1166	54.37392796	22.29845626	35.85485855	0.007939885	0.002393107	Metabolism	Amino acid metabolism	Arginine and proline metabolism	E3.5.2.10; creatinine amidohydrolase
K01476	2138	1148	44.42508711	18.55400697	35.30135301	0.00514747	0.00194526	Metabolism	Amino acid metabolism	Arginine biosynthesis	"E3.5.3.1, rocF, arg; arginase"
K01478	1230.5	833	49.81992797	7.923169268	25.61500615	0.003036862	0.000357161	Metabolism	Amino acid metabolism	Arginine biosynthesis	arcA; arginine deiminase
K01479	2028	987	34.24518744	16.10942249	30.35055351	0.004519677	0.001918737	Metabolism	Amino acid metabolism	Histidine metabolism	hutG; formiminoglutamase
K01480	1485	1591	41.86046512	13.89063482	48.92373924	0.003764051	0.000887058	Metabolism	Amino acid metabolism	Arginine and proline metabolism	speB; agmatinase
K01485	1919.5	1143	58.88013998	14.08573928	35.14760148	0.003819603	0.000775398	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	codA; cytosine/creatinine deaminase
K01486	1413.5	1129	46.05845881	20.72630647	34.71709717	0.001734475	0.000489008	Metabolism	Nucleotide metabolism	Purine metabolism	ade; adenine deaminase
K01487	1576	1098	23.95264117	11.74863388	33.76383764	0.001438474	0.000663965	Metabolism	Nucleotide metabolism	Purine metabolism	"E3.5.4.3, guaD; guanine deaminase"
K01488	1514.5	1604	79.92518703	50.56109726	49.32349323	0.007503157	0.003921571	Metabolism	Nucleotide metabolism	Purine metabolism	"add, ADA; adenosine deaminase"
K01489	2218	2318	30.62985332	3.192407248	71.27921279	0.012018233	0.000943955	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	"cdd, CDA; cytidine deaminase"
K01491	1216	3197	21.26994057	5.911792305	98.30873309	0.002360341	0.000609186	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase
K01493	1458.5	1185	19.4092827	9.451476793	36.43911439	0.00826209	0.004141624	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	comEB; dCMP deaminase
K01494	1106.5	2166	59.41828255	46.35272392	66.60516605	0.011939888	0.009536945	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	dcd; dCTP deaminase
K01495	1277	2465	13.14401623	5.111561866	75.799508	0.002232573	0.000864704	Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	"GCH1, folE; GTP cyclohydrolase IA"
K01496	1849.5	1698	9.069493522	3.47467609	52.21402214	0.00410407	0.00164939	Metabolism	Amino acid metabolism	Histidine metabolism	hisI; phosphoribosyl-AMP cyclohydrolase
K01497	1820	979	23.79979571	8.988764045	30.10455105	0.003034236	0.001226633	Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism	"ribA, RIB1; GTP cyclohydrolase II"
K01507	414	2377	30.41649138	4.333193101	73.09348093	0.008605099	0.001152028	Metabolism	Energy metabolism	Oxidative phosphorylation	ppa; inorganic pyrophosphatase
K01512	2561	1751	31.18218161	25.52826956	53.84378844	0.031210244	0.024692633	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	acyP; acylphosphatase
K01515	1791	2231	18.73599283	5.109816226	68.60393604	0.004304093	0.001165467	Metabolism	Nucleotide metabolism	Purine metabolism	nudF; ADP-ribose pyrophosphatase
K01520	2062	2707	19.09863317	7.203546361	83.24108241	0.007348126	0.0024262	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	"dut, DUT; dUTP pyrophosphatase"
K01523	1656	1571	5.092297899	2.928071292	48.30873309	0.003223358	0.001965659	Metabolism	Amino acid metabolism	Histidine metabolism	hisE; phosphoribosyl-ATP pyrophosphohydrolase
K01524	1674	2809	56.78177287	31.11427554	86.37761378	0.003666071	0.001812425	Metabolism	Nucleotide metabolism	Purine metabolism	"ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase"
K01533	1776	1947	46.8412943	22.03389831	59.87084871	0.000946949	0.000357617	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	copB; P-type Cu2+ transporter
K01534	1677	1763	73.45433919	19.68235961	54.21279213	0.001737672	0.000347629	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	zntA; Zn2+/Cd2+-exporting ATPase
K01537	1497	1274	94.11302983	71.27158556	39.17589176	0.002724996	0.001146749	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	ATP2C; P-type Ca2+ transporter type 2C
K01546	1138	1263	20.82343626	8.392715756	38.83763838	0.000631158	0.000206844	Environmental Information Processing	Signal transduction	Two-component system	kdpA; potassium-transporting ATPase potassium-binding subunit
K01547	911	1262	22.66244057	7.448494453	38.80688807	0.000441048	0.000127204	Environmental Information Processing	Signal transduction	Two-component system	kdpB; potassium-transporting ATPase ATP-binding subunit
K01548	2793	1263	13.61836896	7.2050673	38.83763838	0.002993325	0.001436813	Environmental Information Processing	Signal transduction	Two-component system	kdpC; potassium-transporting ATPase KdpC subunit
K01555	1638	885	58.07909605	20.9039548	27.21402214	0.004570249	0.001224748	Metabolism	Amino acid metabolism	Tyrosine metabolism	"FAH, fahA; fumarylacetoacetase"
K01556	1676	1261	62.01427439	8.88183981	38.77613776	0.003811882	0.00052575	Metabolism	Amino acid metabolism	Tryptophan metabolism	"KYNU, kynU; kynureninase"
K01560	2291	1364	31.30498534	10.63049853	41.94341943	0.004538587	0.001191532	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	E3.8.1.2; 2-haloacid dehalogenase
K01579	1336	1945	8.843187661	2.313624679	59.80934809	0.0050127	0.001286664	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism	panD; aspartate 1-decarboxylase
K01581	885	919	69.53210011	34.71164309	28.2595326	0.004263756	0.001356608	Metabolism	Amino acid metabolism	Arginine and proline metabolism	"E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase"
K01585	689	1074	46.18249534	21.88081937	33.02583026	0.001929292	0.000799244	Metabolism	Amino acid metabolism	Arginine and proline metabolism	speA; arginine decarboxylase
K01586	1273	3057	60.41871115	29.70232254	94.00369004	0.00409763	0.0015146	Metabolism	Amino acid metabolism	Lysine biosynthesis	lysA; diaminopimelate decarboxylase
K01588	1783	3114	15.60693642	1.991008349	95.75645756	0.005032498	0.000597768	Metabolism	Nucleotide metabolism	Purine metabolism	purE; 5-(carboxyamino)imidazole ribonucleotide mutase
K01589	1458	2609	41.16519739	11.6903028	80.22755228	0.00313571	0.000807374	Metabolism	Nucleotide metabolism	Purine metabolism	purK; 5-(carboxyamino)imidazole ribonucleotide synthase
K01591	1829	3139	12.6791972	3.695444409	96.52521525	0.001871218	0.000483976	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	pyrF; orotidine-5'-phosphate decarboxylase
K01595	951	1754	82.55416192	60.77537058	53.93603936	0.001857259	0.001068186	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	ppc; phosphoenolpyruvate carboxylase
K01596	256	955	75.81151832	23.56020942	29.36654367	0.002515902	0.000574535	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	"E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP)"
K01599	1418	2743	62.48632884	23.14983595	84.34809348	0.006371344	0.001678059	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	"hemE, UROD; uroporphyrinogen decarboxylase"
K01607	2350	1388	24.35158501	10.73487032	42.68142681	0.006367692	0.002194808	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation	pcaC; 4-carboxymuconolactone decarboxylase
K01609	1556	2721	35.24439544	16.4645351	83.67158672	0.005194535	0.002189142	Metabolism	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	trpC; indole-3-glycerol phosphate synthase
K01610	487	1642	99.20828258	2.679658952	50.49200492	0.004068307	9.54E-05	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	"E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)"
K01611	1644	1192	17.95302013	4.61409396	36.65436654	0.006069116	0.001798204	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	"speD, AMD1; S-adenosylmethionine decarboxylase"
K01613	1680.5	2275	55.69230769	18.37362637	69.95694957	0.010406036	0.003509258	Metabolism	Lipid metabolism	Glycerophospholipid metabolism	"psd, PISD; phosphatidylserine decarboxylase"
K01619	1238	2300	18.43478261	5.52173913	70.72570726	0.002876272	0.001005215	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	"deoC, DERA; deoxyribose-phosphate aldolase"
K01620	1670	2256	33.90957447	7.003546099	69.37269373	0.002862571	0.000470708	Metabolism	Amino acid metabolism	"Glycine, serine and threonine metabolism"	ltaE; threonine aldolase
K01624	246	2677	18.8270452	6.948076205	82.31857319	0.001532778	0.000698192	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	"FBA, fbaA; fructose-bisphosphate aldolase, class II"
K01625	2046	2174	7.681692732	2.667893284	66.85116851	0.001232801	0.000432119	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase
K01626	775.5	2109	82.55097202	8.771929825	64.85239852	0.003998994	0.000473071	Metabolism	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase"
K01627	957	1894	6.494192186	0.897571278	58.24108241	0.000766503	0.000125166	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)
K01628	1983	1137	56.81618294	13.45646438	34.96309963	0.01050233	0.001964573	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fucA; L-fuculose-phosphate aldolase
K01633	1932	2490	34.01606426	10	76.56826568	0.02264088	0.005186867	Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	"folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase"
K01637	259	1373	1.747997087	0.436999272	42.2201722	6.10E-05	1.84E-05	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	"E4.1.3.1, aceA; isocitrate lyase"
K01638	635.5	1760	28.92045455	15.34090909	54.12054121	0.000906026	0.000466873	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	"aceB, glcB; malate synthase"
K01640	2063.5	1738	28.25086306	11.33486766	53.44403444	0.002432612	0.000907504	Metabolism	Carbohydrate metabolism	Butanoate metabolism	"E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase"
K01644	2190	1448	45.37292818	25.82872928	44.52644526	0.00419897	0.001708536	Environmental Information Processing	Signal transduction	Two-component system	citE; citrate lyase subunit beta / citryl-CoA lyase
K01647	606	2869	34.89020565	12.54792611	88.22263223	0.002611911	0.000801434	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	"CS, gltA; citrate synthase"
K01649	585	2929	34.48275862	14.1345169	90.06765068	0.000892415	0.000318843	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	"leuA, IMS; 2-isopropylmalate synthase"
K01652	1111.5	2987	65.91898226	40.17408771	91.85116851	0.002351163	0.001018359	Metabolism	Carbohydrate metabolism	Butanoate metabolism	"E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit"
K01653	954.75	2840	5.88028169	2.464788732	87.33087331	0.001847567	0.000858302	Metabolism	Carbohydrate metabolism	Butanoate metabolism	"E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit"
K01654	1722	870	55.05747126	12.64367816	26.75276753	0.005544655	0.000819143	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	"neuB, nnaB; N-acetylneuraminate synthase"
K01657	1137	2701	59.97778601	19.77045539	83.05658057	0.003239649	0.000760707	Metabolism	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	trpE; anthranilate synthase component I
K01658	1482	2109	9.246088193	2.086296823	64.85239852	0.002214818	0.000404812	Metabolism	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	trpG; anthranilate synthase component II
K01661	641	1303	8.518802763	6.600153492	40.06765068	0.000858479	0.000679643	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	menB; naphthoate synthase
K01662	966	2993	59.37186769	29.96992984	92.03567036	0.001782781	0.000740893	Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	dxs; 1-deoxy-D-xylulose-5-phosphate synthase
K01664	2052.5	912	10.19736842	5.592105263	28.04428044	0.002184767	0.001197062	Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	pabA; para-aminobenzoate synthetase component II
K01665	2056	1616	50.37128713	18.68811881	49.69249692	0.0044231	0.001275459	Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	pabB; para-aminobenzoate synthetase component I
K01669	2061	2166	59.97229917	33.01015697	66.60516605	0.003850582	0.001763961	Genetic Information Processing	DNA repair and recombination proteins	DNA repair and recombination proteins	phrB; deoxyribodipyrimidine photo-lyase
K01673	1687	2635	56.58444023	16.62239089	81.02706027	0.009899286	0.001976253	Metabolism	Energy metabolism	Nitrogen metabolism	"cynT, can; carbonic anhydrase"
K01676	285	1303	95.08825787	16.50038373	40.06765068	0.004354689	0.000537677	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	"E4.2.1.2A, fumA, fumB; fumarate hydratase, class I"
K01679	607.5	2529	19.01937525	3.281929616	77.76752768	0.000781424	0.000123858	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	"E4.2.1.2B, fumC, FH; fumarate hydratase, class II"
K01681	257	2779	93.52284995	70.78085642	85.45510455	0.002851239	0.000826219	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	"ACO, acnA; aconitate hydratase"
K01682	173	875	97.25714286	75.65714286	26.90651907	0.003623447	0.001383094	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase
K01685	1262.5	947	31.89017951	14.36114044	29.12054121	0.001222859	0.000442215	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uxaA; altronate hydrolase
K01686	1492	967	91.83040331	89.65873837	29.73554736	0.007316592	0.006478445	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uxuA; mannonate dehydratase
K01687	626	2930	46.79180887	26.41638225	90.09840098	0.001607762	0.00059881	Metabolism	Amino acid metabolism	"Valine, leucine and isoleucine biosynthesis"	ilvD; dihydroxy-acid dehydratase
K01689	149	3236	0.741656366	0.185414091	99.50799508	2.87E-05	7.28E-06	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	"ENO, eno; enolase"
K01690	1060.5	982	50.10183299	17.92260692	30.19680197	0.001456295	0.000482527	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	edd; phosphogluconate dehydratase
K01692	1859	1405	58.93238434	28.54092527	43.20418204	0.00515237	0.001476412	Metabolism	Carbohydrate metabolism	Propanoate metabolism	"paaF, echA; enoyl-CoA hydratase"
K01693	1079	2359	3.476049173	1.017380246	72.5399754	0.000712681	0.000208515	Metabolism	Amino acid metabolism	Histidine metabolism	hisB; imidazoleglycerol-phosphate dehydratase
K01695	1648.5	2958	48.4448952	15.11156187	90.95940959	0.00630172	0.001899126	Metabolism	Amino acid metabolism	"Glycine, serine and threonine metabolism"	trpA; tryptophan synthase alpha chain
K01696	793	2969	8.588750421	2.627147188	91.29766298	0.00044693	0.000140396	Metabolism	Amino acid metabolism	"Glycine, serine and threonine metabolism"	trpB; tryptophan synthase beta chain
K01697	752.5	1068	54.3071161	16.94756554	32.84132841	0.002851639	0.000631302	Metabolism	Amino acid metabolism	"Glycine, serine and threonine metabolism"	CBS; cystathionine beta-synthase
K01698	946	2880	8.194444444	3.090277778	88.56088561	0.000610383	0.00023319	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	"hemB, ALAD; porphobilinogen synthase"
K01703	673	2909	26.81333792	7.150223444	89.45264453	0.001292802	0.000318728	Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism	"leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit"
K01704	968.5	2903	9.817430245	1.68790906	89.26814268	0.00295128	0.000549442	Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism	"leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit"
K01710	1267	2689	14.68947564	6.731126813	82.68757688	0.000934341	0.000385644	Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis	"rfbB, rmlB, rffG; dTDP-glucose 4,6-dehydratase"
K01711	1176	1473	13.44195519	8.621860149	45.29520295	0.001216798	0.000548861	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	"gmd, GMDS; GDPmannose 4,6-dehydratase"
K01712	646.5	1680	14.04761905	1.607142857	51.66051661	0.000356993	3.43E-05	Metabolism	Amino acid metabolism	Histidine metabolism	"hutU, UROC1; urocanate hydratase"
K01714	1651.5	3154	56.37285986	16.89917565	96.98646986	0.006347238	0.0010265	Metabolism	Amino acid metabolism	Lysine biosynthesis	dapA; 4-hydroxy-tetrahydrodipicolinate synthase
K01715	1334	1181	18.62828112	6.181202371	36.31611316	0.002663407	0.000703431	Metabolism	Carbohydrate metabolism	Butanoate metabolism	crt; enoyl-CoA hydratase
K01716	742	870	65.63218391	22.18390805	26.75276753	0.019050893	0.006417915	Metabolism	Lipid metabolism	Fatty acid biosynthesis	fabA; 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase
K01719	2481.5	2324	45.74010327	24.74182444	71.46371464	0.006979461	0.003111937	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	"hemD, UROS; uroporphyrinogen-III synthase"
K01724	2379	2022	10.03956479	2.522255193	62.17712177	0.005148031	0.001017787	Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	"PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase"
